,Colegio,colegio_id
1019,san juan bautista,1019
1020,san juan de las condes,1020
1021,san juan diego,1021
1022,san juan evangelista,1022
1023,san luis de alba,1023
1024,san luis de gonzaga ii,1024
1025,san marcos,1025
1026,san mateo,1026
1027,san miguel,1027
1028,san miguel arcangel,1028
1029,san miguel de los andes,1029
1030,san nicolas,1030
1031,san nicolas de myra,1031
1032,san nicolas diacono,1032
1033,san patricio,1033
1034,san pedro nolasco,1034
1035,san pedro valle grande,1035
1036,san rafael arcangel,1036
1037,san ramon nonato,1037
1038,san sebastian,1038
1039,san sebastian de los andes,1039
1040,san viator,1040
1041,santa bernardita,1041
1042,santa catalina laboure,1042
1043,santa cecilia,1043
1044,santa cruz,1044
1045,santa cruz de chicureo,1045
1046,santa cruz de unco,1046
1047,santa elena carmelitas misioneras teresiana,1047
1048,santa eufrasia,1048
1049,santa familia,1049
1050,santa gema galgani,1050
1051,santa isabel,1051
1052,santa isabel de hungria,1052
1053,santa margarita de escocia,1053
1054,santa maria,1054
1055,santa maria de belen,1055
1056,santa maria de cervellon ,1056
1057,santa maria de la cordillera,1057
1058,santa maria de la providencia,1058
1059,santa maria de lo cañas,1059
1060,santa maria de los angeles,1060
1061,santa maria eufrasia,1061
1062,santa maria reina,1062
1063,santa marta,1063
1064,santa rosa ,1064
1065,santa teresita del niño jesus,1065
1066,santa ursula,1066
1067,santiago,1067
1068,santiago college,1068
1069,santiago emprendedores,1069
1070,santiago evangelista,1070
1071,santisima trinidad,1071
1072,santo cura de ars,1072
1073,santo domingo,1073
1074,santo domingo country school,1074
1075,santo domingo de guzman,1075
1076,santo tomas,1076
1077,santo tomas de aquino,1077
1078,scuola italiana,1078
1079,scuola italiana alcide de gasperi,1079
1080,scuola italiana vittorio montiglio,1080
1081,sebastian elcano,1081
1082,seminario conciliar,1082
1083,seminario padre hurtado de chillan,1083
1084,seminario pontificio menor,1084
1085,seminario san fidel,1085
1086,seminario san rafael,1086
1087,serena,1087
1088,sofia infante hurtado,1088
1089,sol del valle,1089
1090,southern college,1090
1091,subercaseaux college,1091
1092,suizo de santiago,1092
1093,sun valley college,1093
1094,sunnyland school,1094
1095,superior cambridge,1095
1096,superior del maipo,1096
1097,swedenborg college,1097
1098,tabancura,1098
1099,tabor y nazareth,1099
1100,tantauco,1100
1101,tecnico hoteleria y gastronomia achiga comeduc,1101
1102,tecnico industrial don bosco,1102
1103,tecnico profes. los acacios,1103
1104,tecnico profes. nocedal,1104
1105,tecnico profes. republica argentina,1105
1106,tecnico profes. san ramon,1106
1107,teresa de los andes,1107
1108,teresiano enrique de osso,1108
1109,teresiano padre enrique,1109
1110,terra australis,1110
1111,terranova,1111
1112,terraustral del sol,1112
1113,terraustral oeste,1113
1114,the american school,1114
1115,the angels school,1115
1116,the antofagasta british school,1116
1117,the azapa valley school,1117
1118,the english institute,1118
1119,the giant school,1119
1120,the grange school,1120
1121,the international school,1121
1122,the kent school,1122
1123,the mackay school,1123
1124,the mayflower school,1124
1125,the newland school,1125
1126,the pacific school,1126
1127,the southern cross school,1127
1128,the southland,1128
1129,the wessex school,1129
1130,tomas moro,1130
1131,trebulco,1131
1132,trewhelas english school,1132
1133,trewhelas school sede chicureo,1133
1134,trinity college,1134
1135,tupahue,1135
1136,universitario el salvador,1136
1137,universitario ingles,1137
1138,valle del aconcagua,1138
1139,valles del maipo ,1139
1140,vedruna,1140
1141,verbo divino,1141
1142,verdoyham school,1142
1143,vicente valdes,1143
1144,vichuquen,1144
1145,victor antonio,1145
1146,victoria prieto,1146
1147,villa el sol,1147
1148,villa españa,1148
1149,villa maria academy,1149
1150,villa maria college,1150
1151,villa santa maria,1151
1152,wenlock school,1152
1153,wexford college n2,1153
1154,william kilpatrick,1154
1155,windsor school,1155
1156,wolfgang amadeus mozart,1156
1157,wunman,1157
1158,york ,1158
